,id,idcloud,period,number_dataset,number_obeservationInDataset,area_covered_ha,area_covered_km2,coverage_rate,sampling_effort_transect_Km,staff_data_collectionAndsupervision,transet_sampling_duration_days,density,density_maximumError,densityMinimumError,populationSize,populationSizeMaximumError,populationSizeMinimumError,encounterRate,encounterRateMaximumError,encounterRateMinimumError,captureRate,captureRateMaximumError,captureRateMinimumError,occupancyRate,occupancyRateMaximumError,occupancyRateMinimumError,level,link,color,year,references,image,is_active,created_at,number_data_point,updated_at,species,region,country,landscape,sector2,sector,block,site,block2,sampling_method,main_landscape
440,2906,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02,0.04,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-25T12:55:58.219095Z,-1.0,2023-10-13T08:17:45.288389Z,45,1,1,1,nan,,,74,nan,1.0,1838
441,2721,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.92,1.57,0.54,5687.0,9733.0,3323.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Block,https://drive.google.com/open?id=0B-dJZnbw2aZCbGdGMEFPcnR2TXc&authuser=0,0,2008,"Maisels, F. (2012). Inventaire de la faune et de l’impact humain en 2012 et monitoring pour 2005-2008-2012, Parc National Odzala-Kokoua, République du Congo, WCS: 56P.",,True,2023-07-24T16:25:48.838446Z,-1.0,2024-02-15T14:31:57.381003Z,44,1,3,8,nan,8.0,,57,11.0,1.0,1839
442,1088,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.067,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:50.158558Z,-1.0,2023-10-13T08:17:43.412817Z,17,1,1,1,nan,,,1,nan,1.0,1838
443,1427,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.505,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:59.516056Z,-1.0,2023-10-13T08:17:43.809273Z,50,1,1,1,nan,,,1,nan,1.0,1838
444,1291,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:55.781431Z,-1.0,2023-10-13T08:17:43.557072Z,34,1,1,1,nan,,,1,nan,1.0,1838
445,1507,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:11:01.819923Z,-1.0,2023-10-13T08:17:43.882545Z,52,1,1,1,nan,,,1,nan,1.0,1838
446,2941,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,2.13,0.33,484.0,1235.0,190.0,0.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCbnFiLTl6T3lIRHc&authuser=0,0,2008,"Nzooh Dongmo, Z. L., Konje, P., Anaong, V. (2008). Les grands et moyens mammifères dans la zone d'interêt cynégétique a gestion communautaire Numéros 10(ZICGC 10), WWF: 72p.",,True,2023-07-25T12:55:59.085696Z,-1.0,2023-10-25T09:45:38.015977Z,45,1,1,3,nan,,,126,nan,1.0,1839
447,3964,-1,-,-1,-1,36476.0,364.76,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-11-27T08:14:06.941172Z,-1.0,2023-12-15T12:47:08.581681Z,53,1,1,1,nan,,,73,nan,8.0,1838
448,3514,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-25T12:27:17.960425Z,-1.0,2023-10-13T08:17:44.662964Z,50,1,1,1,nan,,,74,nan,1.0,1838
449,3512,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-25T12:27:17.891926Z,-1.0,2023-10-13T08:17:44.622030Z,50,1,1,1,nan,,,73,nan,1.0,1838
450,2502,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.31,0.4,0.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-24T16:25:43.417820Z,-1.0,2023-10-13T08:17:44.252702Z,43,1,1,1,nan,,,73,nan,1.0,1838
451,3499,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-25T12:27:17.546035Z,-1.0,2023-10-13T08:17:44.583426Z,61,1,1,1,nan,,,73,nan,1.0,1838
452,2505,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.42,0.57,0.41,314.0,426.0,307.0,1.3,1.56,1.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-24T16:25:43.493473Z,-1.0,2023-10-13T08:17:44.293637Z,43,1,1,1,nan,,,74,nan,1.0,1838
453,1034,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.45,3.92,1.53,6476.0,10371.0,4043.0,1.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:48.728032Z,-1.0,2023-10-13T08:17:43.330875Z,41,1,1,1,nan,,,1,nan,1.0,1838
454,3436,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCRUxVTlZxUXJVeGs/view?usp=drive_link&resourcekey=0-r1RsHAfMIkuPCPUFokKL3g,0,2008,"Le-Duc Yéno, S. (2008). Appui du WWF à la Compagnie des Bois du Gabon (CBG) dans le cadre de son inventaire d’aménagement de l’UFA Kivoro dans le Complexe d’Aires Protégées de Gamba; Rapport d'inventaire de faune., WWF: 44p.",,True,2023-07-25T12:40:13.725211Z,-1.0,2023-10-13T13:44:03.508723Z,56,1,5,7,nan,,,95,nan,1.0,1840
455,52,48,-,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23,0.35,0.15,629.0,939.0,421.0,0.65,0.77,0.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2022-12-16T09:49:10.182477Z,-1.0,2023-10-13T08:17:42.940656Z,43,1,1,1,nan,,,1,nan,1.0,1838
456,1895,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.1,0.0,0.0,73780.0,115480.0,47137.0,0.5,1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCSktjbE43cXFCLVk/view?usp=drive_link&resourcekey=0-O9z3VwE2I6YlJL2QWV9Rtw,,2008,"Malonga, R. (2008). Final report on Elephant and Great Apes survey in the Ngombe FMU and Ntokou-Pikounda forest, Republic of Congo; Contribution to a Status survey of Great Apes in the Ntokou Pikounda forest, Republic of Congo, USFWS, Government of Congo, WCS-CONGO, WCS-FVP, CONGO: 12p.",,True,2023-03-13T08:47:53.567201Z,-1.0,2023-10-25T16:37:09.077672Z,45,1,3,8,nan,,,51,nan,1.0,1839
457,2337,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCRUxVTlZxUXJVeGs/view?usp=drive_link&resourcekey=0-r1RsHAfMIkuPCPUFokKL3g,0,2008,"Le-Duc Yéno, S. (2008). Appui du WWF à la Compagnie des Bois du Gabon (CBG) dans le cadre de son inventaire d’aménagement de l’UFA Kivoro dans le Complexe d’Aires Protégées de Gamba; Rapport d'inventaire de faune., WWF: 44p.",,True,2023-07-24T15:37:20.234387Z,-1.0,2023-10-13T13:44:02.915469Z,41,1,5,7,nan,,,95,nan,1.0,1840
458,2325,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.037,-1.0,-1.0,2769.0,-1.0,-1.0,1.814,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-24T15:37:19.970912Z,-1.0,2023-10-13T08:17:44.109205Z,41,1,1,1,nan,,,74,nan,1.0,1838
459,2324,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-24T15:37:19.948728Z,-1.0,2023-10-13T08:17:44.060017Z,41,1,1,1,nan,,,73,nan,1.0,1838
460,2117,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-24T15:37:15.083951Z,-1.0,2023-10-13T08:17:43.928212Z,2,1,1,1,nan,,,73,nan,1.0,1838
461,3388,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-25T12:40:12.459068Z,-1.0,2023-10-13T08:17:45.201360Z,54,1,1,1,nan,,,74,nan,1.0,1838
462,3385,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-25T12:40:12.378467Z,-1.0,2023-10-13T08:17:45.162174Z,54,1,1,1,nan,,,73,nan,1.0,1838
463,2531,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06,0.1,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCRUxVTlZxUXJVeGs/view?usp=drive_link&resourcekey=0-r1RsHAfMIkuPCPUFokKL3g,0,2008,"Le-Duc Yéno, S. (2008). Appui du WWF à la Compagnie des Bois du Gabon (CBG) dans le cadre de son inventaire d’aménagement de l’UFA Kivoro dans le Complexe d’Aires Protégées de Gamba; Rapport d'inventaire de faune., WWF: 44p.",,True,2023-07-24T16:25:44.091336Z,-1.0,2023-10-13T13:44:02.985706Z,43,1,5,7,nan,,,95,nan,1.0,1840
464,2903,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06,0.11,0.009999999999999995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-25T12:55:58.138536Z,-1.0,2023-10-13T08:17:45.240436Z,45,1,1,1,nan,,,73,nan,1.0,1838
465,882,-1,2006-2008,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,0,0,2008,0,,True,2023-01-25T12:49:02.840041Z,1463.0,2023-10-13T13:44:02.735862Z,53,1,5,7,nan,,,95,nan,1.0,1840
466,2992,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.32,1.59,1.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-25T12:40:01.844913Z,-1.0,2023-10-13T08:17:44.940216Z,46,1,1,1,nan,,,74,nan,1.0,1838
467,3682,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-25T12:27:22.414654Z,-1.0,2023-10-13T08:17:44.760258Z,72,1,1,1,nan,,,73,nan,1.0,1838
468,885,-1,2006-2008,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,0,0,2008,0,,True,2023-01-25T12:49:02.934482Z,3870.0,2023-10-13T13:44:02.771856Z,53,1,5,7,nan,,,27,nan,1.0,1840
469,925,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Landscape,0,0,2008,0,,True,2023-01-31T16:13:35.066044Z,3870.0,2023-10-13T13:44:02.845967Z,53,1,5,7,nan,,,20,nan,1.0,1840
470,3475,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCTGZKMWxpbUtkQVU&authuser=0,0,2008,"Belinga Bana, J. P. (2008). Etude du potentiel faunique de l’UFA 09 024 WIJMA : Cas des grands et moyens mammifères; Mémoire présenté en vue de l’obtention du Diplôme de DESS en Sciences de l’Environnement, WWF: 108p.",,True,2023-07-25T12:27:16.926423Z,-1.0,2023-10-13T08:17:44.540711Z,57,1,1,1,nan,,,74,nan,1.0,1838
471,3472,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCV2dmMHhUaXVIN2s&authuser=0,0,2008," Eyebe, J. P., Tchamba, M.,  Etoga, G.,  Awono, A., Chupezi Tieguhong, J.(2008). ""Le potentiel faunique de l’Unité Forestière d’Aménagement (UFA) 09-021 en périphérie du Parc National de Campo Ma’an."": 9p.",,True,2023-07-25T12:27:16.847938Z,-1.0,2023-10-13T08:17:44.496670Z,57,1,1,1,nan,,,73,nan,1.0,1838
472,999,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.92,4.45,1.92,7732.0,11764.0,5082.0,2.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:47.748438Z,-1.0,2023-10-13T08:17:43.215856Z,9,1,1,1,nan,,,1,nan,1.0,1838
473,1490,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:11:01.307557Z,-1.0,2023-10-13T08:17:43.846508Z,68,1,1,1,nan,,,1,nan,1.0,1838
474,1894,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.61,6.35,3.24,82247.0,113290.0,59709.0,7.13,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCSktjbE43cXFCLVk/view?usp=drive_link&resourcekey=0-O9z3VwE2I6YlJL2QWV9Rtw,,2008,"Malonga, R. (2008). Final report on Elephant and Great Apes survey in the Ngombe FMU and Ntokou-Pikounda forest, Republic of Congo; Contribution to a Status survey of Great Apes in the Ntokou Pikounda forest, Republic of Congo, USFWS, Government of Congo, WCS-CONGO, WCS-FVP, CONGO: 12p.",,True,2023-03-13T08:47:53.546008Z,-1.0,2023-10-25T16:37:09.002621Z,46,1,3,8,nan,,,51,nan,1.0,1839
475,1330,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:56.824664Z,-1.0,2023-10-13T08:17:43.653076Z,30,1,1,1,nan,,,1,nan,1.0,1838
476,1074,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:49.793207Z,-1.0,2023-10-13T08:17:43.374059Z,15,1,1,1,nan,,,1,nan,1.0,1838
477,1023,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2023-03-06T10:10:48.413986Z,-1.0,2023-10-13T08:17:43.296522Z,11,1,1,1,nan,,,1,nan,1.0,1838
478,51,48,0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12,0.17,0.085,335.0,496.0,226.0,1.14,1.35,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCWld0TGNucDRmeGs&authuser=0,0,2008,"Etoga, G., Foguekem, D., (2008). Etude des potentialités fauniques du Parc National de Campo Ma’an : Status des grands mammifères et menaces anthropiques, WWF, Cameroun: 72p.",,True,2022-12-16T09:49:10.152098Z,-1.0,2023-12-06T15:30:32.408142Z,44,1,1,1,nan,,,1,nan,1.0,1838
479,2422,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Block,https://drive.google.com/open?id=0B-dJZnbw2aZCbGdGMEFPcnR2TXc&authuser=0,0,2008,"Maisels, F. (2012). Inventaire de la faune et de l’impact humain en 2012 et monitoring pour 2005-2008-2012, Parc National Odzala-Kokoua, République du Congo, WCS: 56P.",,True,2023-07-24T15:37:22.276012Z,-1.0,2024-02-15T14:31:56.950556Z,15,1,3,8,nan,8.0,,57,11.0,1.0,1839
